ID	CTLi_RNAseq_rep1	CTLi_RNAseq_rep2	CTLi_RNAseq_rep3	SPT6i_RNAseq_rep1	SPT6i_RNAseq_rep2	SPT6i_RNAseq_rep3
STAT4	-1.84154	-2.31048	-1.77706	1.23412	1.30483	1.68739
STBD1	0.469214	0.46104	0.825299	1.94055	2.61224	2.22425
STEAP1	0.0553617	0.0787427	0.152182	3.56587	3.36501	2.76118
STEAP1B	1.47846	1.48434	1.16938	-1.70267	-0.793853	-1.29595
STEAP3	0.425592	0.489161	0.637312	4.20466	4.43064	4.39089
STEAP3-AS1	-5.83304	-5.6459	-5.81697	-3.18983	-2.31444	-2.72637
STIM2	1.91919	2.01634	2.05812	3.07359	3.07093	3.03425
STING1	2.14902	3.40372	2.92441	-0.71982	-0.437426	-0.411911
STK10	2.85932	3.37293	2.65232	4.22085	4.29442	4.49198
STK16	1.38788	1.8455	1.46151	3.4032	3.56695	3.30143
STK3	2.72352	2.68815	2.59167	4.47028	4.4263	4.46666
STK35	2.60397	2.29957	2.67877	4.11618	4.12062	4.09427
STK36	0.292791	0.833882	0.780255	1.76728	1.84016	2.17807
STK38	4.84851	4.80182	4.83032	5.95828	5.80874	6.07014
STKLD1	-6.34647	-5.76961	-4.5621	-1.60429	-1.78902	-1.39154
STN1	3.24554	2.81887	3.03377	4.08529	4.0438	4.04785
STOML1	-0.298336	0.239704	-0.0700354	2.07965	2.28811	1.97038
STOX2	-0.407406	0.501172	-0.254025	-3.37407	-3.31861	-2.60344
STPG1	1.22845	1.16347	1.10738	4.47393	4.44389	4.2787
STRADA	1.41934	1.94255	1.65939	3.2291	3.24476	3.22205
STRADB	1.66824	2.0223	1.52605	3.9094	3.7705	4.03168
STT3A	3.43567	3.8084	3.80198	5.4502	5.49439	5.32298
STT3B	4.95606	5.1867	5.05968	6.17211	6.16891	6.1534
STUB1	5.02599	4.83587	4.98442	5.99602	6.36856	6.17479
STX18	2.6652	2.67744	2.3596	4.5915	4.36171	4.50072
STX18-AS1	-4.06852	-3.7547	-3.67647	-1.98345	-2.37614	-2.63442
STX1A	-0.349983	0.377553	0.0527984	3.29088	3.45267	3.32379
STX3	3.56262	4.05088	3.54889	5.2136	5.15994	5.19893
STX8	4.02904	3.91791	3.84955	5.11672	5.26801	4.98603
STXBP1	2.43685	2.26573	2.33514	3.81265	3.73879	3.98672
STXBP3	3.24331	3.69409	3.32649	5.04494	4.87987	4.89999
STXBP4	-2.17758	-1.77	-1.91199	-0.250359	-0.440264	-0.309517
STXBP6	1.23337	2.52285	0.468506	-6.20901	-4.42592	-5.6228
SUCO	3.49183	3.56597	3.54433	5.41229	5.19178	5.40787
SUDS3	3.39225	3.43704	3.42337	4.73145	4.61741	4.7877
SUGCT	0.206437	0.171368	0.413461	1.96076	1.82843	1.64286
SUGT1P1	-2.47304	-0.957583	-2.49602	1.08011	1.26997	1.23191
SULF2	3.19071	3.53327	3.96995	7.64123	7.70139	7.61183
SULT1E1	0.979245	1.34887	1.45037	-5.26121	-2.70051	-3.09004
SULT2B1	8.04443	7.63105	7.733	2.86557	3.54501	3.19785
SUMF1	4.00136	4.03449	4.09371	6.10729	6.23128	6.16614
SUMF2	4.53366	4.73287	4.56975	6.09107	6.2038	6.10096
SUMO1	4.23164	4.38668	4.18239	5.77278	5.61327	5.39987
SUN1	3.56647	3.40296	3.69968	5.14102	5.21519	5.14382
SUN2	4.18822	4.08667	4.25607	5.87325	6.05663	5.97473
SUPT16H	3.7521	4.16641	3.86413	5.25387	5.21284	5.15394
SUPT3H	-1.97071	-1.10434	-1.66111	0.276458	0.275778	0.166514
SUPT4H1	4.80233	4.9351	4.70124	6.22512	6.21835	5.91322
SUPT5H	4.8992	5.00376	4.99514	6.1154	6.19729	6.31621
SUPT6H	4.23725	4.5043	4.25374	2.06779	2.08925	2.06229
SUPT7L	2.69338	2.97267	2.93159	4.37662	4.31876	4.24757
SURF1	2.55241	2.6881	2.52386	5.05957	5.08083	5.05136
SURF4	5.10762	5.08554	5.30851	6.65555	6.7668	6.54953
SURF6	1.92512	1.98946	2.0978	3.07682	3.16523	2.96622
SUSD1	0.141285	1.45511	0.493596	3.88748	3.93529	3.75226
SUSD4	0.866814	1.2074	1.00074	-3.01294	-2.45225	-2.81376
SUSD6	4.79621	4.47093	4.36953	5.89583	5.73277	5.99754
SUZ12	2.81186	3.14467	2.72435	4.53327	4.14338	4.3302
SVBP	1.79794	2.0965	1.87281	4.12464	4.15614	3.68937
SVIL	3.88256	3.76514	3.85125	5.20285	5.02169	5.15644
SWT1	-0.568716	0.17807	-0.404071	1.64909	1.40848	1.72649
SYAP1	3.03511	2.88444	2.89027	4.13659	4.07037	4.14713
SYCE2	-5.66393	-4.5021	-4.68691	-1.2952	-0.493498	-1.03914
SYDE1	-1.40178	-1.63589	-0.859165	-3.32899	-2.87521	-2.96517
SYDE2	-2.20904	-1.72529	-2.72952	0.159686	-0.0951948	0.267555
SYF2	4.1509	4.345	4.07818	5.67967	5.62604	5.34549
SYNC	0.590954	0.449671	0.728319	-1.45381	-1.30331	-0.766101
SYNGR1	1.61498	1.43118	1.58983	-3.26797	-2.64838	-1.96294
SYNJ1	0.523173	1.07931	0.44429	2.44357	2.27408	2.65195
SYNJ2	0.481203	0.480702	1.01353	3.59207	3.64065	3.86413
SYNJ2BP	0.88371	1.35592	1.07793	3.70238	3.48881	3.51054
SYNJ2BP-COX16	-9.69765	-8.63016	-8.00957	-1.98275	-2.87716	-2.17701
SYNPO	1.9995	1.92027	2.3492	-0.679683	-0.172828	-0.0415751
SYPL1	5.55233	5.70067	5.5319	6.90595	6.77292	6.61682
SYS1	1.51277	1.67887	1.54145	3.88327	4.00907	3.81507
SYT14	-5.81697	-4.36564	-5.00988	-0.194996	-0.413619	-1.23899
SYT5	-1.43583	-0.65415	-1.34145	-3.60182	-3.67856	-3.7355
SYT7	0.61298	0.208808	1.1032	-1.42682	-1.11867	-1.70982
SYTL2	1.45187	2.61903	1.61588	5.16	4.95895	5.21872
SZRD1	4.3158	4.43529	4.58163	5.72995	5.75779	5.51029
TAB3	3.44213	3.37713	3.17962	4.97535	4.7818	5.07369
TACC1	1.37216	1.39935	1.52769	4.1019	3.92383	4.2174
TACSTD2	9.29688	8.49144	8.90904	10.4693	10.6098	10.4112
TADA2B	3.05065	3.14757	2.73127	4.13748	4.05025	4.01572
TAF1	1.01953	1.58472	1.19207	2.38451	2.31152	2.34902
TAF11	3.91767	4.05552	3.85409	5.36358	5.35859	5.06496
TAF12	2.95303	3.09461	3.02041	4.2528	4.18983	3.78681
TAF1A-AS1	-2.95746	-2.53261	-2.71741	1.07285	0.918518	0.345395
TAF1B	2.5793	2.57366	2.41514	4.2324	4.12201	4.16657
TAF3	0.48403	0.591005	0.491965	2.42424	2.38331	2.41558
TAF4	1.18001	1.16937	1.17721	2.12774	2.11741	2.42059
TAF7	4.6464	4.82278	4.58523	6.10943	6.20127	6.01761
TAF8	0.654367	0.843411	0.352724	1.67888	1.58594	1.82117
TAF9B	1.69298	2.36772	1.78515	3.66793	3.53287	3.52685
TAGLN3	2.39174	3.46806	2.0692	-2.92136	-4.53059	-2.59818
TALAM1	3.83735	3.62306	3.94649	2.21499	1.78858	2.4709
TANC1	3.3297	3.17616	3.26693	4.31113	4.15796	4.46282
TANC2	1.75526	1.76295	1.38895	2.95508	2.7634	3.15336
TAP1	2.85794	2.79398	2.88006	6.13482	5.98967	5.47392
TAP2	2.85647	2.86525	2.95323	5.87179	5.8313	5.46925
TAPBP	3.79105	3.71934	4.24357	5.68345	5.78982	5.7373
TAPBPL	0.594093	1.15056	0.980023	4.50868	4.40529	4.09264
TAPT1	0.901113	1.29431	0.835445	2.68755	2.73531	2.58558
TAS1R3	-1.44088	-2.75711	-1.18702	1.65976	2.11003	2.45484
TASOR2	2.18069	2.37818	2.11968	3.68179	3.58358	3.6278
TASP1	0.710293	1.07946	0.889996	2.6396	2.65356	2.44479
TBC1D1	-0.000786763	-0.564525	0.150728	2.58011	2.30714	2.45817
TBC1D12	1.78464	1.86174	1.56823	0.616952	0.457301	0.860838
TBC1D13	2.34037	2.64735	2.5292	4.08872	4.14976	4.11509
TBC1D15	1.86346	2.11331	1.67309	3.61062	3.5333	3.71551
TBC1D24	-1.12623	-0.646392	-0.921797	0.738393	0.745544	0.973651
TBC1D26	-3.66161	-4.21181	-2.85599	-1.22942	-0.573279	-0.312151
TBC1D3P2	-26.5754	-26.5754	-26.5754	-2.20388	-2.08153	-3.61519
TBC1D4	1.0539	1.85281	1.11838	-1.09195	-0.879178	-0.397485
TBC1D5	1.37402	2.02356	1.36453	3.13599	2.88558	3.02094
TBC1D8	1.67244	1.96036	2.00911	5.27155	5.2136	5.36486
TBC1D8-AS1	-5.65348	-3.26927	-5.0915	1.27262	1.03567	0.724661
TBC1D9B	4.42713	4.43201	4.5397	5.62391	5.71028	5.69633
TBCC	3.17923	3.36126	3.22536	4.70249	4.78317	4.47685
TBCCD1	0.5141	1.13006	0.434535	2.15877	2.10929	1.90318
TBCD	1.81733	2.00032	2.02895	4.24441	4.26891	4.34878
TBILA	-2.12821	-2.19771	-0.999187	1.25502	0.830067	0.782333
TBK1	3.12675	3.47041	3.01782	4.99648	4.93739	4.94499
TBKBP1	1.76297	1.44476	1.7067	0.539814	0.561957	0.342061
TBL1X	1.94726	2.1111	2.03142	-0.441454	-0.298425	0.12239
TBP	2.152	2.37317	2.0908	3.92432	3.97353	3.78079
TBPL1	0.15552	0.956293	0.0933895	3.42852	3.18181	3.00392
TBX19	-1.2216	-1.00533	-1.39043	0.526413	0.805337	1.13952
TBX3	1.24025	1.02961	1.38021	2.9605	2.92545	3.10762
TC2N	1.00238	0.611516	1.46993	3.20855	2.93478	3.02911
TCAF2	-0.521867	-0.624319	0.660703	-4.45218	-4.73396	-3.61451
TCAIM	1.43511	1.71885	1.61345	3.10258	2.87109	2.73282
TCAP	-2.96349	-3.38663	-4.3084	-0.732265	-1.35599	-0.883021
TCEA1	4.56549	4.66166	4.3258	5.74823	5.50481	5.60308
TCEA2	-0.231299	-0.135565	-0.860939	2.06312	2.20602	2.2177
TCEA3	0.266438	0.00557026	-0.42094	-6.21658	-4.07093	-4.63037
TCEAL8	4.47104	4.76089	4.63493	3.6906	3.64595	3.36766
TCEAL9	5.55247	5.66997	5.83126	2.79661	2.80694	2.43779
TCEANC2	-0.55904	-0.0776384	-0.242606	1.51626	1.45124	1.55619
TCF19	1.13827	0.83443	1.55009	-0.45992	-0.323721	-0.448101
TCF20	2.68134	2.95964	2.5856	3.82463	3.73056	3.69651
TCF7	-0.675989	-0.729483	-0.949294	-4.41695	-3.85625	-3.75274
TCF7L1	1.51259	1.31303	2.12912	-1.69082	-1.13012	-1.06898
TCHHL1	-1.52228	0.511435	0.921861	4.58341	4.89687	5.72968
TCHP	4.11723	3.86374	4.03246	2.75133	2.88217	2.93815
TCP11L1	2.06752	2.16043	2.13095	4.58582	4.47378	4.67572
TCP11L2	4.65033	4.34521	4.12505	2.8044	2.60706	3.04825
TCTEX1D4	-1.08074	-1.23149	-0.640247	0.833104	0.626486	0.671762
TCTN1	0.593513	0.745416	0.54729	2.13144	2.25255	2.18938
TCTN2	0.465382	0.786273	0.794113	2.54559	2.51738	2.45136
TCTN3	2.22719	2.48971	2.30576	5.77973	5.75551	5.52959
TDRD7	1.53186	1.70364	1.42661	4.22356	4.04775	3.86068
TDRKH	-0.229003	0.761296	0.147006	2.44132	2.27255	2.03878
TEAD1	3.53742	3.38565	3.01858	4.66971	4.46382	4.84426
TEAD2	1.04834	1.269	1.28342	-1.55482	-0.75966	-1.38365
TEAD4	1.10917	0.898841	0.91461	-2.13247	-1.9588	-1.93329
TEC	1.31873	1.37712	1.3379	-0.400362	-0.442777	-0.501875
TECPR1	1.69684	1.69459	1.97216	2.95985	3.07082	3.08781
TEF	1.68164	1.78681	1.75309	3.36527	3.28567	3.50949
TEFM	2.09708	2.49125	2.20756	3.69356	3.61089	3.17118
TENM2	4.95316	4.46193	4.51429	-0.937626	0.0962715	-0.495324
TENM3-AS1	-4.5801	-3.47273	-4.07257	-1.51881	-0.905001	-1.86221
TENT2	2.24435	2.53976	2.1863	3.42967	3.29235	3.38589
TENT5A	1.26502	1.64355	1.3368	5.67969	5.43096	5.5693
TENT5B	6.43952	6.21265	6.27346	1.75989	2.6116	2.03857
TEP1	-0.757117	0.0929542	-0.193276	1.41729	1.40687	1.62995
TEPSIN	1.81609	1.70383	2.19101	2.95476	3.20663	3.30718
TERF1	1.92903	2.11584	1.97177	3.0802	2.99976	3.05181
TERF2	2.2894	2.4243	2.02695	3.32291	3.25689	3.18103
TERF2IP	4.27225	4.38684	4.13057	5.57573	5.54623	5.45166
TES	4.0569	4.13965	4.10069	5.86054	5.76052	5.78426
TEX52	-3.97596	-3.98406	-3.99894	-3.06666	-2.50597	-2.48045
TEX9	-0.133414	0.219234	-0.586078	3.2899	3.0235	2.98482
TF	-8.752	-6.59018	-7.19002	-3.18413	-3.99661	-3.34961
TFAM	1.64678	1.76644	1.55678	3.71495	3.57677	3.48931
TFAP2A-AS1	-1.11142	-1.94558	-1.62418	1.65652	1.88934	1.74163
TFAP2C	3.08461	2.95563	3.44486	5.15175	5.13615	5.15431
TFCP2L1	0.120113	0.0916352	-0.0745539	-2.50033	-2.06701	-2.09808
TFEB	0.987961	0.670353	0.899091	-1.58817	-1.13995	-1.51654
TFIP11	3.39132	3.5882	3.37662	5.03689	5.05161	4.93728
TFRC	2.87231	3.1024	2.88962	4.52938	4.33858	4.30442
TG	-6.10219	-5.84725	-6.86213	-2.96023	-2.46227	-2.2704
TGFA	5.46217	4.85919	4.89409	6.27455	6.31037	6.31879
TGFB1	3.47293	2.8686	3.78789	1.26981	1.16629	1.32716
TGFB1I1	1.03883	0.988495	1.3229	-2.63684	-0.969232	-1.79688
TGFBR2	3.17197	3.21995	3.38781	5.48036	5.26796	5.70908
TGFBRAP1	1.85581	2.59161	1.71515	3.88509	3.89898	3.78717
TGIF1	2.65355	2.37887	2.39628	4.51519	4.43875	4.35605
TGIF2	0.0937043	0.83816	-0.0534536	-2.50876	-2.17939	-3.14412
TGM1	8.48036	8.0236	8.18827	0.766916	1.46382	1.0078
TGM5	5.51264	5.39842	5.04939	-3.13507	-2.57438	-2.49824
TGOLN2	3.19664	3.78674	3.37683	5.55491	5.60765	5.61255
THAP1	0.940871	1.30668	0.755415	2.4661	2.67887	2.39524
THAP10	-1.05589	-1.80096	-1.44661	1.04717	1.09217	0.963173
THAP2	-1.84809	-1.00819	-1.2861	2.02653	1.73627	1.94608
THAP3	0.639205	0.679061	0.942745	1.82732	1.86679	1.71653
THAP6	0.532701	0.9662	0.475905	2.54413	2.35657	2.48206
THAP7-AS1	-1.96106	-1.62354	-1.83692	0.732825	1.08081	0.869573
THAP9	-0.812066	-0.490696	-0.770435	1.39271	1.26386	1.51896
THBD	3.63993	3.50128	3.49794	2.05247	1.62702	1.65451
THBS2	-0.023854	-0.225478	0.226394	-1.51534	-1.75796	-1.41618
THEM4	-1.45669	-0.235166	-0.971212	1.5626	1.55355	1.69158
THEM5	4.2406	4.88501	4.55408	0.452969	0.302969	0.0286924
THEM6	0.907427	1.34815	1.48075	2.4085	2.82624	2.50202
THRB	1.87902	1.87641	1.62028	3.53441	3.30138	3.57589
THRB-AS1	-3.5831	-4.5912	-5.19104	1.06316	0.886893	0.556264
THSD1	4.03618	3.95859	3.81398	1.08145	1.32667	1.2
THSD4	1.66996	1.33108	1.13106	2.94519	3.24316	3.1803
THTPA	0.0409984	0.913795	0.911276	2.46073	2.21379	2.58472
THUMPD3	2.87211	3.10437	2.68321	3.97585	3.90473	3.86995
TIA1	1.71369	2.56919	2.06136	3.99846	3.88486	4.32475
TICRR	-1.9778	-1.90087	-1.29718	-4.73836	-4.17766	-3.56719
TIGAR	2.24032	2.51227	2.18211	4.06351	3.79998	3.66496
TIGD4	-4.63001	-5.05315	-4.65299	-3.72071	-3.83809	-3.67507
TIGD6	-0.537772	-0.414765	-0.599574	1.7969	1.80204	1.76327
TIMM10B	2.64407	2.87485	2.63326	4.30795	4.33994	3.97574
TIMM22	1.97523	1.99045	2.07975	3.03136	3.26559	2.93292
TIMM29	2.20322	2.11114	2.11585	3.5297	3.65013	3.3195
TINAGL1	6.04392	5.13033	6.13498	8.06721	8.29598	7.82684
TINCR	4.10131	3.84644	4.2725	4.92086	5.19077	5.11272
TIPARP-AS1	-5.49539	-5.46768	-4.24356	-0.613553	-0.617623	-0.778223
TIPIN	0.896218	1.30044	0.663444	2.1765	2.17511	2.10792
TIPRL	2.99097	3.41646	3.00536	4.66392	4.56703	4.47699
TIRAP	-0.591465	0.411159	-0.254272	1.66615	1.76197	1.60018
TK1	1.34647	1.27301	2.35609	-0.910047	-1.11119	-1.08568
TKFC	0.0887608	0.658292	0.388411	1.83251	2.00454	2.14882
TLCD1	1.7375	1.11796	2.12298	4.36662	4.31284	4.37744
TLCD2	1.28625	1.50548	1.74125	0.343578	0.568883	0.483141
TLCD3A	2.91547	3.05434	3.13047	1.81438	1.98484	1.55467
TLE3	4.32757	4.21118	4.30455	2.93306	2.90584	3.26434
TLE6	-5.48901	-5.91215	-6.51199	-2.67282	-2.21166	-2.23862
TLK2	2.29799	2.55841	2.22752	3.51878	3.36242	3.51968
TLR1	-1.94283	-1.86749	-1.28946	2.95066	2.73579	2.9846
TLR3	1.12796	1.11986	1.51198	2.40752	2.43402	2.85157
TLR6	-2.77777	-2.69737	-2.7607	-0.648601	-0.650729	-0.608831
TM2D2	2.55307	2.71434	2.67742	4.25847	4.23947	3.81461
TM2D3	2.30688	2.80167	2.36784	3.94948	3.98686	3.71855
TM4SF1	5.38236	5.39005	4.87538	2.81681	3.41654	2.39998
TM4SF19	1.75174	1.40231	1.18572	-1.73	-1.67308	-1.32979
TM7SF2	6.35907	6.31217	6.36914	5.0366	5.06767	4.85601
TM7SF3	4.43375	4.49303	4.1918	6.63259	6.50888	6.32445
TM9SF1	3.7019	3.74054	3.80389	5.33947	5.36014	5.27431
TM9SF2	5.49306	5.62048	5.51461	6.80566	6.82615	6.74567
TM9SF3	5.09537	5.16193	5.02161	6.28625	6.20293	6.29743
TMBIM6	7.02746	7.04513	7.01263	8.16352	8.19339	8.15106
TMC1	-2.02283	-2.40158	-1.83636	0.13439	0.617082	0.748796
TMC6	1.50921	1.46522	1.66263	2.44126	3.06617	2.74999
TMCC3	3.16755	2.63692	2.62134	4.73623	4.45141	4.43596
TMCO1	3.6338	3.74552	3.58793	4.94132	4.87201	4.7027
TMCO3	2.67354	2.69859	2.61906	5.38396	5.39268	5.51131
TMED10	5.01844	5.25257	5.09831	7.00199	6.95945	6.77086
TMED3	4.02547	3.96644	4.04052	5.47058	5.66639	5.25398
TMED4	3.21329	3.20062	3.15338	5.46878	5.46595	5.08555
TMED5	2.93904	2.94226	2.94171	4.60137	4.40317	4.36053
TMED6	-2.88632	-3.30946	-2.0613	-0.298954	-0.490331	-0.220891
TMED7	3.77947	4.0739	3.85263	5.70145	5.53689	5.47858
TMED7-TICAM2	-0.196001	0.240246	0.0552763	2.46033	2.51981	2.20049
TMED9	5.87874	5.68744	5.9558	7.08625	7.23995	6.77235
TMEM104	1.21383	1.41816	1.62357	3.49653	3.62101	3.53918
TMEM106B	2.20942	2.05874	2.46044	5.19642	4.95656	5.12082
TMEM116	-0.748816	0.0828575	-0.423875	2.32675	2.4565	2.3371
TMEM128	2.11051	2.50401	2.19942	3.65059	3.61953	3.39868
TMEM129	2.37049	2.56425	2.61417	4.10913	4.35435	4.00932
TMEM132A	3.41588	3.16287	3.58483	6.17082	5.98126	5.65504
TMEM143	-2.43508	-1.03879	-1.68755	0.902447	1.02426	0.984186
TMEM144	-0.517739	-0.628494	-0.0943194	1.8204	1.62436	2.12461
TMEM154	4.27726	4.27657	4.23714	2.31584	2.183	2.06539
TMEM161B	1.13948	1.49851	1.28452	2.9991	2.84162	2.94383
TMEM164	0.899768	1.25817	1.2743	2.08652	2.15852	2.29419
TMEM167A	4.14082	4.51054	4.30168	5.76156	5.69793	5.68828
TMEM167B	3.41971	3.61413	3.23697	5.1901	4.97736	4.79802
TMEM170A	0.96377	1.2519	0.761369	2.35703	1.99676	2.21913
TMEM170B	-1.0788	0.209488	-1.08501	-8.58736	-8.02666	-5.83123
TMEM179B	3.54191	3.37177	3.58954	5.81253	5.86121	5.44258
TMEM183A	3.16091	3.05534	3.15191	4.71194	4.6781	4.60039
TMEM184A	4.83716	4.28924	4.81746	2.74229	2.81903	3.02228
TMEM184B	3.53747	3.41867	3.7122	5.11049	5.27043	5.42601
TMEM184C	2.47424	2.79938	2.61366	3.97054	3.94192	3.84686
TMEM185B	1.58146	1.63225	1.59801	3.29007	3.19531	3.3599
TMEM198B	0.632056	0.854166	1.1048	2.5574	2.52672	2.87689
TMEM200A	-2.50575	-1.46945	-2.45834	-6.33342	-5.77272	-5.01024
TMEM200B	-3.02223	-3.74572	-2.36719	-5.64421	-6.05894	-6.06496
TMEM208	4.07218	4.18256	4.13178	6.12721	6.33568	5.71857
TMEM209	1.36165	1.97307	1.31281	3.25973	3.07377	3.15659
TMEM222	3.86624	3.92892	3.91121	5.02726	5.08913	4.91172
TMEM225B	-3.77192	-2.73562	-2.7949	1.8653	1.65227	1.61233
TMEM230	3.0754	3.54763	3.16457	4.46584	4.4132	4.34962
TMEM238L	0.565721	0.808844	0.0852663	-4.46358	-3.16592	-4.87737
TMEM243	0.527216	0.932752	0.54638	2.3661	2.47903	2.38267
TMEM248	3.72639	3.84267	3.70531	5.40167	5.34686	5.26671
TMEM250	3.17462	3.13416	3.3254	4.53302	4.72423	4.4002
TMEM253	-0.226144	-0.377204	0.397993	2.50212	2.13798	2.56381
TMEM260	0.694798	1.25351	0.891261	2.13837	1.86839	2.0123
TMEM263	0.879503	1.72955	1.1398	3.73332	3.56066	3.51195
TMEM269	-7.09019	-6.51333	-5.11317	-1.93297	-1.71331	-1.44494
TMEM30A	5.61065	5.3195	5.52704	7.94355	7.73377	7.79207
TMEM35B	1.05357	1.64881	1.1375	3.12867	3.16297	2.73534
TMEM37	-0.12149	-0.199981	0.304513	-6.18947	-3.62878	-4.28134
TMEM40	7.79766	7.68362	7.35892	5.78794	6.14292	5.69592
TMEM41A	3.64545	3.4588	3.58038	5.32402	5.13503	4.94396
TMEM42	0.669496	1.31347	0.954637	2.57305	2.67	2.51415
TMEM43	3.93596	4.11572	4.28592	5.56995	5.62158	5.57712
TMEM44-AS1	-1.69443	-0.929942	-1.36377	1.14297	0.815088	0.729181
TMEM45A	9.36127	9.62211	9.19766	3.75053	3.6151	4.88754
TMEM50A	5.37751	5.56496	5.37021	6.77108	6.58756	6.47969
TMEM50B	1.56823	2.14285	1.86408	3.4991	3.39465	3.23837
TMEM51	3.23045	3.24429	3.38192	5.19278	5.06461	4.98778
TMEM51-AS1	0.538259	0.214148	0.729874	3.94705	3.63988	3.93128
TMEM59	5.0897	5.07437	4.93448	6.4762	6.4756	6.17213
TMEM63A	1.98139	2.37196	2.25961	4.56478	4.42375	4.55544
TMEM63C	0.157463	1.0018	1.16386	-6.85805	-3.83793	-4.27185
TMEM64	0.629251	1.50208	0.8035	3.14931	2.88544	2.77263
TMEM68	1.50255	1.76795	1.28172	3.24813	2.877	2.91296
TMEM70	2.16007	2.30976	2.23855	3.49344	3.3793	3.08772
TMEM79	7.22731	6.95057	7.31484	5.4119	5.56013	5.58089
TMEM81	-0.400352	-0.626454	-0.61096	0.560782	0.326796	0.479067
TMEM86A	6.885	6.91023	6.39537	2.27139	2.80122	3.47575
TMEM86B	-0.883916	-0.892018	-0.665889	0.190439	0.472418	0.253695
TMEM87A	3.72692	3.79657	3.69465	4.80404	4.72798	4.71047
TMEM87B	2.88981	2.95905	2.88323	3.98243	3.84104	3.96233
TMEM91	1.60548	1.15563	1.46184	0.00263376	-0.449153	-0.130701
TMEM99	0.598766	1.09577	1.17547	2.19993	2.31785	2.18824
TMEM9B-AS1	-0.24889	0.749764	-0.443892	2.25744	2.62079	2.51175
TMF1	3.53334	3.53591	3.39939	5.31793	5.09398	5.24985
TMPO	2.07957	2.48784	2.22306	4.18731	3.91608	3.93167
TMPO-AS1	-4.15943	-3.4961	-3.52638	-2.02797	-1.63967	-1.70233
TMPPE	-1.72374	-1.70413	-1.56696	0.41825	0.377724	0.184131
TMPRSS11A	2.44128	2.44985	2.71675	-2.3558	-3.60246	-1.59966
TMPRSS11B	2.32924	1.20432	2.95054	-2.83828	-3.47023	-1.79264
TMPRSS4	2.73648	2.18902	2.86187	6.02728	5.97891	5.91671
TMTC1	0.187456	0.0940937	0.171012	-3.87726	-2.83852	-3.63897
TMTC2	1.12411	0.935153	1.24814	2.07025	2.15115	2.59943
TMTC3	2.63405	2.74521	2.76587	4.41394	4.13958	4.26648
TMX1	2.48626	2.96286	2.64367	3.98942	3.91147	3.7637
TMX2	4.55856	4.85535	4.61196	6.39928	6.40457	6.38129
TMX3	2.43899	2.98595	2.64046	4.04372	3.98429	3.96348
TNFAIP1	4.68133	4.6408	4.78499	5.95447	5.94346	5.87091
TNFAIP2	3.57357	3.30204	4.10485	5.00091	5.24088	5.31263
TNFAIP8L3	4.61034	4.25883	4.54452	-3.42168	-3.86099	-3.06994
TNFRSF10A	2.01652	2.0415	1.67731	3.9565	3.90318	3.80494
TNFRSF10B	3.63261	3.80231	3.59597	6.27876	6.23948	6.30953
TNFRSF10C	-0.882408	-0.196882	-0.737018	7.04557	6.95574	6.79637
TNFRSF10D	2.18492	2.11474	1.69058	6.1059	6.09676	6.63355
TNFRSF11A	-0.363065	-0.0392061	0.202638	-1.48772	-1.95011	-1.46094
TNFRSF12A	6.08948	5.79752	5.86804	7.41881	7.68796	7.07213
TNFRSF18	-2.28942	-1.71256	-2.89736	-0.123784	0.2201	-0.235918
TNFRSF21	4.19718	3.82067	4.69773	6.25305	6.32015	6.18009
TNFSF13	-0.307745	-0.0552974	0.376945	3.07332	2.9307	3.01724
TNFSF13B	-3.30226	-3.48439	-3.08423	-1.23768	-1.53681	-1.15766
TNFSF15	-6.08329	-4.92147	-4.93635	3.29259	3.55977	3.34332
TNFSF9	3.04794	2.66625	3.17933	6.91795	6.86358	6.57609
TNIP2	2.91691	2.78878	3.2247	4.35635	4.53985	4.2577
TNK1	1.79597	1.30554	1.97065	3.23436	3.39847	3.24981
TNK2	4.1104	3.7858	3.83971	1.05612	1.60532	1.49794
TNK2-AS1	1.3407	1.29753	1.11812	-3.73694	-2.75056	-1.59487
TNKS2	3.91039	4.16419	3.86722	5.40402	5.16051	5.36551
TNKS2-AS1	-3.36532	-3.78845	-3.3883	1.10876	1.04327	0.774044
TNNI1	-1.67008	-1.47173	-1.71168	-0.530488	-0.813067	-0.432072
TNNT1	3.69152	3.29099	3.72003	-0.89789	-0.500694	-0.364148
TNRC6A	2.34428	2.57093	2.3252	3.48948	3.3064	3.67105
TNRC6B	-0.369217	0.397073	-0.0296329	1.36553	1.34613	1.40034
TNS4	5.17021	5.1671	5.18557	2.75467	3.16511	3.3029
TNXB	-0.649672	-0.996649	-0.733119	1.54738	1.65598	1.88275
TOB1-AS1	-1.29266	-1.53402	-1.2982	1.85487	1.78748	1.55201
TOB2P1	-3.72967	-3.70535	-3.75265	0.996322	1.0156	1.08448
TOE1	0.520956	1.17712	0.967177	2.35575	2.58743	2.70087
TOGARAM1	1.1102	1.50344	1.06679	3.16699	3.10473	3.07589
TOLLIP-AS1	-3.75935	-3.76745	-4.36729	-0.734576	0.0325706	-0.990825
TOMM20	4.30262	4.67282	4.09365	5.65186	5.5269	5.45435
TOMM22	3.57014	3.61657	3.58493	5.05207	5.07503	4.56987
TOMM34	3.38438	3.32496	3.1321	4.69638	4.74241	4.5151
