ProbeID	Name	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
SMAD2	SMAD2: 	1.49311	0.524328	1.49036	1.41797	0.376422	0.419314
SMAD3	SMAD3: 	5.96412	3.2	6.05274	5.78915	3.31983	3.28096
SMAP2	SMAP2: 	2.67651	4.04614	2.4068	2.74435	3.63286	3.79042
SMARCA1	SMARCA1: 	-1.00698	1.699	-0.404467	-0.818253	1.96763	1.87459
SMARCA5	SMARCA5: 	4.84978	3.71163	4.59715	4.61115	3.3397	3.44483
SMARCC2	SMARCC2: 	5.10471	3.94086	5.25294	5.00167	3.84583	3.73273
SMARCD1	SMARCD1: 	4.30014	3.17662	4.21429	4.22683	2.69249	2.50292
SMARCD2	SMARCD2: 	5.50234	3.93302	5.30815	5.57481	4.17129	4.01688
SMC5	SMC5: 	3.78594	2.02623	3.81755	3.6596	1.68394	1.50511
SMCHD1	SMCHD1: 	4.62822	2.81663	4.61214	4.31138	2.13748	2.45296
SMCO4	SMCO4: 	-2.82971	0.0602464	-3.2435	-3.26902	-0.259488	-1.23651
SMCR8	SMCR8: 	4.27203	2.84383	4.28883	4.23121	2.59281	2.77728
SMG7	SMG7: 	5.50686	4.10197	5.54937	5.41726	4.09313	4.18421
SMG7-AS1	SMG7-AS1: 	0.459086	-3.36273	0.103399	0.414919	-2.20358	-2.3181
SMG8	SMG8: 	4.06447	2.82194	3.96035	4.05569	2.6497	2.75874
SMG9	SMG9: 	2.62263	0.846944	2.73647	2.71573	0.786665	0.52055
SMIM10L1	SMIM10L1: 	1.27773	0.468557	1.21139	1.4755	0.0259999	-0.104644
SMIM10L2A	SMIM10L2A: 	1.22743	-1.6415	0.941237	0.856602	-3.18551	-2.08836
SMIM10L2B	SMIM10L2B: 	-4.85244	-2.57869	-5.26318	-4.67576	-2.38437	-1.9786
SMIM14	SMIM14: 	4.09006	2.7806	4.11919	3.96969	2.356	2.09726
SMIM15	SMIM15: 	4.91257	3.81684	4.77182	4.77552	3.64373	3.73664
SMIM19	SMIM19: 	2.72722	0.645991	2.67978	2.82723	0.288513	0.32629
SMIM25	SMIM25: 	-3.44221	-1.48924	-3.68608	-3.88152	-1.56713	-1.10358
SMIM6	SMIM6: 	0.565775	-2.95648	0.284089	0.580502	-2.3864	-2.53334
SMN1	SMN1: 	-0.76764	-2.11741	-1.29296	-0.940784	-2.49432	-2.65177
SMN2	SMN2: 	4.34943	3.07077	3.94824	4.22781	2.97702	3.14488
SMNDC1	SMNDC1: 	3.75627	2.77086	3.46433	3.56907	2.46199	2.55256
SMO	SMO: 	-2.47214	2.01767	-1.88593	-2.05828	1.93601	1.56222
SMOC1	SMOC1: 	3.38698	-0.918842	2.95048	3.55925	-0.148574	0.346234
SMOX	SMOX: 	-1.29345	3.45639	-0.816868	-0.880856	3.05152	3.28675
SMPD1	SMPD1: 	5.6295	4.34589	5.65426	5.82748	4.32184	4.62031
SMPD3	SMPD3: 	1.30884	7.1483	3.1398	3.09715	6.80534	7.40684
SMPD4	SMPD4: 	4.84227	3.11196	5.04382	4.9281	3.33134	3.02396
SMU1	SMU1: 	4.17782	3.19124	4.09127	4.16462	2.82403	2.97029
SMUG1	SMUG1: 	1.0109	1.96604	0.807328	1.23902	2.28272	1.98377
SMURF2	SMURF2: 	3.01554	1.88562	3.0055	2.80042	1.80329	1.68302
SNAI1	SNAI1: 	-0.617284	-6.53468	-0.915597	-0.687355	-4.54956	-6.11154
SNAI2	SNAI2: 	2.10243	3.60308	2.38662	2.18126	4.08581	3.68871
SNAI3	SNAI3: 	-1.98618	-3.24461	-1.39997	-1.97297	-3.58142	-3.55843
SNAI3-AS1	SNAI3-AS1: 	-1.44192	-3.01828	-1.37029	-1.91365	-2.69613	-3.14263
SNAP23	SNAP23: 	5.2117	3.92095	4.94672	4.98962	3.44958	3.60002
SNAP47	SNAP47: 	3.11251	1.88084	2.93295	3.1214	1.66537	1.72679
SNAPC4	SNAPC4: 	2.09514	0.667476	2.5108	2.21431	1.11344	1.06169
SNAPC5	SNAPC5: 	3.2358	1.10002	2.74487	2.96648	0.769995	0.995791
SNCG	SNCG: 	2.18297	4.48656	2.73247	2.54999	4.60134	5.57224
SNED1	SNED1: 	-0.870266	-2.84685	-0.197174	-1.12017	-3.19903	-3.45189
SNHG10	SNHG10: 	0.562521	-1.42241	0.475665	0.70868	-1.16896	-1.08518
SNHG29	SNHG29: 	2.93582	5.55737	2.63259	3.16789	5.34314	5.46663
SNHG32	SNHG32: 	3.15192	5.01269	3.25402	3.39398	4.40899	4.59415
SNHG5	SNHG5: 	4.17428	5.63245	4.06777	4.5854	5.59136	5.56489
SNHG6	SNHG6: 	1.78419	3.62535	1.54944	2.21767	3.29457	3.40038
SNHG8	SNHG8: 	3.10246	4.62151	3.1741	3.46153	4.43844	4.10256
SNIP1	SNIP1: 	3.71244	2.11222	3.47295	3.59548	2.01543	2.01854
SNORD140	SNORD140: 	-26.5754	-1.23731	-26.5754	-26.5754	-1.91471	-0.937663
SNPH	SNPH: 	-3.74871	1.2842	-2.37823	-3.18802	1.21249	0.805061
SNRK	SNRK: 	4.51548	3.47703	4.5402	4.42503	3.14196	3.55592
SNRNP25	SNRNP25: 	3.12763	1.59601	3.15496	3.29995	1.93021	1.41798
SNRNP27	SNRNP27: 	5.31615	3.56865	4.89762	5.25496	3.28665	3.29701
SNRNP48	SNRNP48: 	2.74673	1.50428	2.96013	2.53998	1.35264	1.12954
SNRPB2	SNRPB2: 	4.25028	3.17847	3.90532	4.22457	2.97962	2.89979
SNRPC	SNRPC: 	5.91604	4.40762	5.48674	5.83954	4.22283	4.10875
SNTA1	SNTA1: 	-2.57971	0.665281	-2.03931	-1.93156	0.735937	0.0959539
SNTB2	SNTB2: 	2.43066	1.22017	2.2742	2.09574	1.16278	0.757353
SNU13	SNU13: 	5.70842	4.65544	5.3825	5.93333	4.44648	4.32073
SNX1	SNX1: 	4.57031	3.25419	4.46233	4.58413	3.32419	3.15031
SNX11	SNX11: 	3.84963	2.73889	3.60509	3.82677	2.48852	2.50774
SNX13	SNX13: 	3.06521	2.08647	2.88728	2.98595	1.85581	1.86074
SNX19	SNX19: 	4.72114	3.55857	4.80463	4.67728	3.46778	3.51963
SNX21	SNX21: 	1.58102	2.76797	1.42117	1.50849	2.85414	2.73017
SNX24	SNX24: 	0.692826	2.79336	1.03925	1.05053	2.60855	2.6832
SNX25	SNX25: 	2.5536	1.54446	2.4821	2.53785	1.2796	1.62017
SNX29P1	SNX29P1: 	-1.09394	-4.71439	-0.997796	-0.948061	-5.24536	-3.57905
SNX8	SNX8: 	3.89382	1.76353	3.85542	4.01591	1.57375	1.86682
SNX9	SNX9: 	5.80398	4.59547	5.85463	5.69973	4.35166	4.88274
SOCS2	SOCS2: 	-0.962686	0.792342	-1.50858	-0.969032	0.209376	0.352987
SOCS4	SOCS4: 	3.2323	2.09479	3.17152	3.13227	1.55478	1.76501
SOCS6	SOCS6: 	4.53279	3.5026	4.63912	4.38132	3.31943	3.38297
SORBS3	SORBS3: 	0.613424	2.28263	0.5527	0.852189	2.24629	2.12244
SORCS2	SORCS2: 	0.0153916	1.68697	0.378762	-0.0524321	1.8943	2.09668
SORD	SORD: 	0.363737	4.30389	0.0479738	0.373537	3.96622	4.13335
SORD2P	SORD2P: 	-0.810584	2.85795	-0.828422	-0.877712	2.5961	2.75228
SOS1	SOS1: 	4.07623	2.70721	4.20348	3.88962	2.5473	2.55001
SOS2	SOS2: 	3.64991	2.65953	3.75325	3.41119	2.44083	2.36586
SOWAHB	SOWAHB: 	5.06412	2.38355	4.92315	4.7882	2.48386	2.64264
SOWAHC	SOWAHC: 	3.08877	5.83976	3.44146	3.39134	5.16768	5.99612
SOX21-AS1	SOX21-AS1: 	-6.01323	-2.48768	-5.42702	-6.45253	-2.13815	-3.46392
SOX6	SOX6: 	-2.66177	-0.762882	-2.4292	-2.85205	-0.272124	-1.21199
SOX7	SOX7: 	0.601265	3.87585	0.774715	0.311226	3.96887	4.1607
SOX9	SOX9: 	5.97381	2.89357	6.13894	5.89103	2.71691	3.03062
SOX9-AS1	SOX9-AS1: 	1.12328	-6.36136	1.22763	1.12796	-5.22424	-4.35326
SP1	SP1: 	4.69797	3.44723	4.66338	4.54339	3.43036	3.48122
SP140L	SP140L: 	3.25929	1.02427	2.99705	3.038	1.22083	0.651499
SP2	SP2: 	3.64617	2.2201	3.82232	3.62498	2.39505	2.29907
SP2-AS1	SP2-AS1: 	-1.00608	-3.30814	-1.06757	-0.445382	-4.49294	-3.46996
SP3	SP3: 	3.56896	2.48224	3.51573	3.37461	2.13495	2.02509
SPA17	SPA17: 	3.08607	1.596	3.16891	3.13346	1.66856	1.80442
SPACA4	SPACA4: 	-2.0736	-0.82107	-1.90243	-1.83483	-0.935486	-0.781259
SPAST	SPAST: 	3.15585	2.24704	3.08081	2.8895	1.89626	1.91923
SPATA17	SPATA17: 	-2.72264	-6.19452	-3.14672	-2.76602	-6.2094	-4.87986
SPATA18	SPATA18: 	4.51033	0.596528	4.46672	4.31972	0.551358	0.691864
SPATA2	SPATA2: 	2.42111	0.925992	2.33678	2.47591	1.10916	0.929752
SPATA2L	SPATA2L: 	1.929	0.640959	2.11264	2.28844	0.935322	1.03465
SPATA33	SPATA33: 	1.04207	-1.13014	0.962071	1.08492	-0.665848	-1.35907
SPATA41	SPATA41: 	-1.56955	-3.72511	-0.892192	-1.1401	-3.1185	-4.19505
SPATS2L	SPATS2L: 	5.49799	3.52989	5.22461	5.12711	3.4791	3.60177
SPC25	SPC25: 	-3.53747	-0.668272	-2.68823	-3.2987	-0.582223	-1.06825
SPCS1	SPCS1: 	4.64408	3.45115	4.46336	4.78465	3.10053	3.19042
SPCS3	SPCS3: 	5.95325	4.21747	5.8366	5.90301	3.87181	3.73411
SPDL1	SPDL1: 	2.18012	0.463435	2.09028	2.28354	0.840931	0.536262
SPDYE5	SPDYE5: 	-2.12303	-3.38096	-1.97395	-2.16856	-3.96499	-3.91587
SPEN	SPEN: 	4.24834	2.88164	4.33736	4.06667	2.71041	2.84774
SPHK2	SPHK2: 	1.79341	0.619406	2.14197	2.17454	0.757484	0.510227
SPICE1	SPICE1: 	2.28593	1.15738	2.47246	2.22812	1.26197	1.32182
SPIN1	SPIN1: 	5.00119	4.13348	5.02134	4.82694	3.63586	3.73259
SPIN3	SPIN3: 	0.299885	-0.564831	0.432118	0.316757	-1.09182	-0.94331
SPINDOC	SPINDOC: 	3.13188	1.46088	2.9296	3.26254	1.27361	0.983881
SPINK5	SPINK5: 	4.18232	10.2309	5.77546	4.63329	10.1454	10.2899
SPINK7	SPINK7: 	0.0045958	6.22291	0.0502373	0.787683	6.83332	6.55337
SPINT1	SPINT1: 	8.40053	6.38704	8.37218	8.47086	6.92644	7.01486
SPINT2	SPINT2: 	8.71001	6.95163	8.36284	8.78268	7.23085	7.21364
SPIRE1	SPIRE1: 	2.2822	3.97127	2.21609	2.29672	3.46179	3.80346
SPNS2	SPNS2: 	3.54719	6.88227	4.45365	4.0796	7.32151	7.74437
SPOCK1	SPOCK1: 	1.60537	-0.351178	2.00379	1.67243	-0.843105	-1.66034
SPOUT1	SPOUT1: 	2.98876	1.95361	2.94014	3.03427	1.89311	1.42161
SPPL2A	SPPL2A: 	3.631	2.65439	3.5088	3.46195	2.43025	2.31965
SPRED3	SPRED3: 	0.542394	-2.93373	0.84692	0.595435	-2.78883	-3.39812
SPRR1A	SPRR1A: 	6.36983	11.6523	6.83942	6.28824	12.3565	12.2342
SPRR1B	SPRR1B: 	8.32584	12.8824	8.791	8.41235	13.4354	13.3518
SPRR2A	SPRR2A: 	4.64855	9.49269	4.46681	4.79473	11.1933	11.1809
SPRR2B	SPRR2B: 	-0.295083	8.15413	0.642924	-0.558621	9.0255	8.98325
SPRR2D	SPRR2D: 	5.78805	10.1792	6.59601	5.57843	11.349	11.3855
SPRR2E	SPRR2E: 	2.56988	10.6475	3.5179	2.71987	11.4217	11.5369
SPRR2F	SPRR2F: 	-0.964905	2.89467	-2.16733	-1.84147	4.96627	4.66616
SPRR2G	SPRR2G: 	0.319845	10.6818	0.496156	0.579501	10.5759	11.042
SPRR3	SPRR3: 	7.21249	11.1029	7.52956	6.73383	11.6899	11.9411
SPRR4	SPRR4: 	1.20884	5.55298	1.82362	1.62818	6.93497	6.24003
SPRTN	SPRTN: 	3.47451	2.05574	3.25355	3.32567	2.04535	2.02392
SPRY1	SPRY1: 	-2.43068	0.379844	-2.18151	-2.45495	-0.39333	-0.77519
SPRY4	SPRY4: 	1.67149	0.147825	1.75685	1.76709	0.622436	0.145404
SPRYD3	SPRYD3: 	4.80643	3.43865	4.67282	4.90208	3.46526	3.39593
SPRYD7	SPRYD7: 	0.815463	2.28787	0.853045	1.04685	2.14376	2.17164
SPTBN1	SPTBN1: 	5.10669	2.99861	5.2939	5.01076	2.73807	2.63932
SPTBN2	SPTBN2: 	2.00176	4.44108	2.2763	2.11998	4.70781	4.70539
SPTLC3	SPTLC3: 	1.01163	4.8022	1.51113	1.16439	4.5305	4.8003
SPTSSB	SPTSSB: 	-3.07525	4.18257	-2.71853	-2.69513	4.04262	4.1598
SQLE	SQLE: 	2.19317	6.42024	1.71648	2.6035	6.58958	6.52765
SRA1	SRA1: 	4.46483	2.64525	4.25112	4.53031	2.77874	2.86565
SRD5A3	SRD5A3: 	3.66427	1.63734	3.45925	3.54922	2.14845	1.28885
SREBF2	SREBF2: 	3.81952	5.02908	3.6728	3.976	4.94966	4.79069
SREBF2-AS1	SREBF2-AS1: 	0.459568	-1.48003	0.3112	0.911333	-1.15017	-1.70323
SREK1	SREK1: 	3.71674	2.59209	3.77039	3.59997	2.39561	2.31495
SRFBP1	SRFBP1: 	2.55731	1.46725	2.08891	2.51908	1.15264	1.11948
SRGAP1	SRGAP1: 	1.58345	-0.573873	1.71169	1.50286	-0.987105	-0.922464
SRGAP2	SRGAP2: 	3.93658	1.73697	4.15322	3.6428	1.58785	1.5416
SRGAP2B	SRGAP2B: 	1.995	0.633912	2.06	1.64627	0.169011	0.173004
SRGAP2C	SRGAP2C: 	0.704063	-0.649977	0.576859	0.339229	-1.43695	-1.43297
SRP14	SRP14: 	7.91428	6.55163	7.48824	7.90664	6.38443	6.39959
SRPRA	SRPRA: 	6.44863	4.84686	6.36981	6.46268	4.74187	4.69073
SRPX2	SRPX2: 	3.12938	0.387706	3.3522	3.19836	1.09998	1.20408
SRR	SRR: 	2.72885	1.15534	2.53113	2.39536	0.706872	0.511312
SRRM1	SRRM1: 	4.57382	2.86688	4.46501	4.40957	3.14602	2.56211
SRRM2-AS1	SRRM2-AS1: 	0.965838	-2.7851	1.13355	1.0658	-4.08538	-2.89247
SRRM3	SRRM3: 	-0.676733	2.77218	0.310017	-0.145184	2.9566	3.28384
SRRM5	SRRM5: 	-0.829402	-3.32528	-1.2093	-0.947823	-2.5474	-2.80759
SRSF10	SRSF10: 	3.6662	2.33378	3.61939	3.5795	2.07627	1.74385
SRSF5	SRSF5: 	7.7789	6.81384	7.86851	7.7865	6.6357	6.78862
SRSF6	SRSF6: 	5.13199	4.0684	5.45004	5.20606	3.92485	3.69897
SRY	SRY: 	-0.7704	1.20529	-0.447225	-0.901583	0.632926	1.09791
SS18L1	SS18L1: 	3.01887	2.21927	3.1574	3.0523	1.77879	1.69899
SSB	SSB: 	6.04926	4.9619	5.74184	6.03072	4.66172	4.71049
SSBP3	SSBP3: 	5.56012	4.02707	5.55863	5.47827	3.8532	3.73572
SSBP3-AS1	SSBP3-AS1: 	-1.12469	-2.51371	-0.624213	-0.906885	-2.66995	-3.14946
SSH2	SSH2: 	2.68488	1.25676	2.78471	2.51492	1.39764	1.28993
SSPN	SSPN: 	1.10213	-3.20102	1.24343	0.592111	-3.02325	-2.88479
SSR2	SSR2: 	7.77031	5.57294	7.46254	7.89323	5.39014	5.30863
SSR4	SSR4: 	6.72665	5.59698	6.34517	6.98057	5.44057	5.37904
SSR4P1	SSR4P1: 	-0.587054	-2.41829	-0.49965	-0.434017	-2.95674	-3.51872
SSRP1	SSRP1: 	5.72507	4.75342	5.7185	5.83403	4.61118	4.45638
SSX2IP	SSX2IP: 	1.92507	0.886904	1.65011	1.91603	0.76943	0.404339
ST14	ST14: 	8.00178	5.82277	7.88489	8.13801	6.29338	6.39303
ST20	ST20: 	1.30561	-0.794167	1.28094	1.01133	-0.433254	-0.315903
ST20-AS1	ST20-AS1: 	1.37044	-0.653411	1.6199	1.74441	-0.1141	-1.10493
ST3GAL1	ST3GAL1: 	3.45499	1.24632	3.75851	3.35074	-0.113251	0.187267
ST3GAL4	ST3GAL4: 	5.88976	2.16773	5.55813	5.96043	1.99024	2.2307
ST3GAL6	ST3GAL6: 	-2.50098	0.637887	-1.69238	-2.1267	0.397792	0.562136
ST6GALNAC1	ST6GALNAC1: 	-2.74042	0.816962	-2.84935	-2.94526	1.28969	0.520212
ST6GALNAC4	ST6GALNAC4: 	-1.50519	2.12014	-1.15999	-1.32301	2.35795	2.17509
ST7	ST7: 	3.29804	2.01	3.05143	3.27328	1.73002	1.48122
ST7-OT4	ST7-OT4: 	-3.73873	-4.8944	-3.16831	-3.39519	-4.48454	-5.04652
ST7L	ST7L: 	0.875639	-0.383423	0.742996	0.866001	-0.733829	-0.835735
STAC	STAC: 	-2.88943	0.342925	-2.30321	-2.25073	0.443002	0.876848
STAG1	STAG1: 	3.99206	2.66824	4.15456	3.91444	2.26893	2.25065
STAG3	STAG3: 	-1.62833	-4.81121	-1.53369	-1.96558	-6.25574	-5.19907
STAG3L2	STAG3L2: 	2.65963	1.58498	2.58639	2.66623	1.78698	1.40268
STAG3L3	STAG3L3: 	2.05995	0.110775	2.11373	1.98381	0.577763	0.137186
STAG3L4	STAG3L4: 	0.0373239	1.40182	0.0487057	0.410406	1.4305	1.14586
STAM2	STAM2: 	3.65401	2.58864	3.54305	3.3827	2.32275	2.56337
STAMBPL1	STAMBPL1: 	1.33782	-1.02763	1.00649	1.47693	-1.38236	-1.40518
STARD13	STARD13: 	1.23617	-0.393782	1.61179	1.53837	-0.374934	-0.413879
STARD3	STARD3: 	4.28137	2.77839	4.40744	4.52915	3.15394	2.87246
STARD7	STARD7: 	5.54121	4.14561	5.31113	5.53639	4.08781	3.92782
STARD7-AS1	STARD7-AS1: 	1.01385	-0.883647	1.43243	0.953195	-0.621625	-1.15807
STAT2	STAT2: 	5.20146	2.61533	5.08271	5.05467	3.07226	2.37796
STAT4	STAT4: 	1.23412	-2.31048	1.68739	1.30483	-1.77706	-1.84154
STBD1	STBD1: 	1.94055	0.46104	2.22425	2.61224	0.825299	0.469214
STEAP1	STEAP1: 	3.56587	0.0787427	2.76118	3.36501	0.152182	0.0553617
STEAP1B	STEAP1B: 	-1.70267	1.48434	-1.29595	-0.793853	1.16938	1.47846
STEAP3	STEAP3: 	4.20466	0.489161	4.39089	4.43064	0.637312	0.425592
STEAP3-AS1	STEAP3-AS1: 	-3.18983	-5.6459	-2.72637	-2.31444	-5.81697	-5.83304
STIM2	STIM2: 	3.07359	2.01634	3.03425	3.07093	2.05812	1.91919
STING1	STING1: 	-0.71982	3.40372	-0.411911	-0.437426	2.92441	2.14902
STK10	STK10: 	4.22085	3.37293	4.49198	4.29442	2.65232	2.85932
STK16	STK16: 	3.4032	1.8455	3.30143	3.56695	1.46151	1.38788
STK3	STK3: 	4.47028	2.68815	4.46666	4.4263	2.59167	2.72352
STK35	STK35: 	4.11618	2.29957	4.09427	4.12062	2.67877	2.60397
STK36	STK36: 	1.76728	0.833882	2.17807	1.84016	0.780255	0.292791
STK38	STK38: 	5.95828	4.80182	6.07014	5.80874	4.83032	4.84851
STKLD1	STKLD1: 	-1.60429	-5.76961	-1.39154	-1.78902	-4.5621	-6.34647
STN1	STN1: 	4.08529	2.81887	4.04785	4.0438	3.03377	3.24554
STOML1	STOML1: 	2.07965	0.239704	1.97038	2.28811	-0.0700354	-0.298336
STOX2	STOX2: 	-3.37407	0.501172	-2.60344	-3.31861	-0.254025	-0.407406
STPG1	STPG1: 	4.47393	1.16347	4.2787	4.44389	1.10738	1.22845
STRADA	STRADA: 	3.2291	1.94255	3.22205	3.24476	1.65939	1.41934
STRADB	STRADB: 	3.9094	2.0223	4.03168	3.7705	1.52605	1.66824
STT3A	STT3A: 	5.4502	3.8084	5.32298	5.49439	3.80198	3.43567
STT3B	STT3B: 	6.17211	5.1867	6.1534	6.16891	5.05968	4.95606
STUB1	STUB1: 	5.99602	4.83587	6.17479	6.36856	4.98442	5.02599
STX18	STX18: 	4.5915	2.67744	4.50072	4.36171	2.3596	2.6652
STX18-AS1	STX18-AS1: 	-1.98345	-3.7547	-2.63442	-2.37614	-3.67647	-4.06852
STX1A	STX1A: 	3.29088	0.377553	3.32379	3.45267	0.0527984	-0.349983
STX3	STX3: 	5.2136	4.05088	5.19893	5.15994	3.54889	3.56262
STX8	STX8: 	5.11672	3.91791	4.98603	5.26801	3.84955	4.02904
STXBP1	STXBP1: 	3.81265	2.26573	3.98672	3.73879	2.33514	2.43685
STXBP3	STXBP3: 	5.04494	3.69409	4.89999	4.87987	3.32649	3.24331
STXBP4	STXBP4: 	-0.250359	-1.77	-0.309517	-0.440264	-1.91199	-2.17758
STXBP6	STXBP6: 	-6.20901	2.52285	-5.6228	-4.42592	0.468506	1.23337
SUCO	SUCO: 	5.41229	3.56597	5.40787	5.19178	3.54433	3.49183
SUDS3	SUDS3: 	4.73145	3.43704	4.7877	4.61741	3.42337	3.39225
SUGCT	SUGCT: 	1.96076	0.171368	1.64286	1.82843	0.413461	0.206437
SUGT1P1	SUGT1P1: 	1.08011	-0.957583	1.23191	1.26997	-2.49602	-2.47304
SULF2	SULF2: 	7.64123	3.53327	7.61183	7.70139	3.96995	3.19071
SULT1E1	SULT1E1: 	-5.26121	1.34887	-3.09004	-2.70051	1.45037	0.979245
SULT2B1	SULT2B1: 	2.86557	7.63105	3.19785	3.54501	7.733	8.04443
SUMF1	SUMF1: 	6.10729	4.03449	6.16614	6.23128	4.09371	4.00136
SUMF2	SUMF2: 	6.09107	4.73287	6.10096	6.2038	4.56975	4.53366
SUMO1	SUMO1: 	5.77278	4.38668	5.39987	5.61327	4.18239	4.23164
SUN1	SUN1: 	5.14102	3.40296	5.14382	5.21519	3.69968	3.56647
SUN2	SUN2: 	5.87325	4.08667	5.97473	6.05663	4.25607	4.18822
SUPT16H	SUPT16H: 	5.25387	4.16641	5.15394	5.21284	3.86413	3.7521
SUPT3H	SUPT3H: 	0.276458	-1.10434	0.166514	0.275778	-1.66111	-1.97071
SUPT4H1	SUPT4H1: 	6.22512	4.9351	5.91322	6.21835	4.70124	4.80233
SUPT5H	SUPT5H: 	6.1154	5.00376	6.31621	6.19729	4.99514	4.8992
SUPT6H	SUPT6H: 	2.06779	4.5043	2.06229	2.08925	4.25374	4.23725
SUPT7L	SUPT7L: 	4.37662	2.97267	4.24757	4.31876	2.93159	2.69338
SURF1	SURF1: 	5.05957	2.6881	5.05136	5.08083	2.52386	2.55241
SURF4	SURF4: 	6.65555	5.08554	6.54953	6.7668	5.30851	5.10762
SURF6	SURF6: 	3.07682	1.98946	2.96622	3.16523	2.0978	1.92512
SUSD1	SUSD1: 	3.88748	1.45511	3.75226	3.93529	0.493596	0.141285
SUSD4	SUSD4: 	-3.01294	1.2074	-2.81376	-2.45225	1.00074	0.866814
SUSD6	SUSD6: 	5.89583	4.47093	5.99754	5.73277	4.36953	4.79621
SUZ12	SUZ12: 	4.53327	3.14467	4.3302	4.14338	2.72435	2.81186
SVBP	SVBP: 	4.12464	2.0965	3.68937	4.15614	1.87281	1.79794
SVIL	SVIL: 	5.20285	3.76514	5.15644	5.02169	3.85125	3.88256
SWT1	SWT1: 	1.64909	0.17807	1.72649	1.40848	-0.404071	-0.568716
SYAP1	SYAP1: 	4.13659	2.88444	4.14713	4.07037	2.89027	3.03511
SYCE2	SYCE2: 	-1.2952	-4.5021	-1.03914	-0.493498	-4.68691	-5.66393
SYDE1	SYDE1: 	-3.32899	-1.63589	-2.96517	-2.87521	-0.859165	-1.40178
SYDE2	SYDE2: 	0.159686	-1.72529	0.267555	-0.0951948	-2.72952	-2.20904
SYF2	SYF2: 	5.67967	4.345	5.34549	5.62604	4.07818	4.1509
SYNC	SYNC: 	-1.45381	0.449671	-0.766101	-1.30331	0.728319	0.590954
SYNGR1	SYNGR1: 	-3.26797	1.43118	-1.96294	-2.64838	1.58983	1.61498
SYNJ1	SYNJ1: 	2.44357	1.07931	2.65195	2.27408	0.44429	0.523173
SYNJ2	SYNJ2: 	3.59207	0.480702	3.86413	3.64065	1.01353	0.481203
SYNJ2BP	SYNJ2BP: 	3.70238	1.35592	3.51054	3.48881	1.07793	0.88371
SYNJ2BP-COX16	SYNJ2BP-COX16: 	-1.98275	-8.63016	-2.17701	-2.87716	-8.00957	-9.69765
SYNPO	SYNPO: 	-0.679683	1.92027	-0.0415751	-0.172828	2.3492	1.9995
SYPL1	SYPL1: 	6.90595	5.70067	6.61682	6.77292	5.5319	5.55233
SYS1	SYS1: 	3.88327	1.67887	3.81507	4.00907	1.54145	1.51277
SYT14	SYT14: 	-0.194996	-4.36564	-1.23899	-0.413619	-5.00988	-5.81697
SYT5	SYT5: 	-3.60182	-0.65415	-3.7355	-3.67856	-1.34145	-1.43583
SYT7	SYT7: 	-1.42682	0.208808	-1.70982	-1.11867	1.1032	0.61298
SYTL2	SYTL2: 	5.16	2.61903	5.21872	4.95895	1.61588	1.45187
SZRD1	SZRD1: 	5.72995	4.43529	5.51029	5.75779	4.58163	4.3158
TAB3	TAB3: 	4.97535	3.37713	5.07369	4.7818	3.17962	3.44213
TACC1	TACC1: 	4.1019	1.39935	4.2174	3.92383	1.52769	1.37216
TACSTD2	TACSTD2: 	10.4693	8.49144	10.4112	10.6098	8.90904	9.29688
TADA2B	TADA2B: 	4.13748	3.14757	4.01572	4.05025	2.73127	3.05065
TAF1	TAF1: 	2.38451	1.58472	2.34902	2.31152	1.19207	1.01953
TAF11	TAF11: 	5.36358	4.05552	5.06496	5.35859	3.85409	3.91767
TAF12	TAF12: 	4.2528	3.09461	3.78681	4.18983	3.02041	2.95303
TAF1A-AS1	TAF1A-AS1: 	1.07285	-2.53261	0.345395	0.918518	-2.71741	-2.95746
TAF1B	TAF1B: 	4.2324	2.57366	4.16657	4.12201	2.41514	2.5793
TAF3	TAF3: 	2.42424	0.591005	2.41558	2.38331	0.491965	0.48403
TAF4	TAF4: 	2.12774	1.16937	2.42059	2.11741	1.17721	1.18001
TAF7	TAF7: 	6.10943	4.82278	6.01761	6.20127	4.58523	4.6464
TAF8	TAF8: 	1.67888	0.843411	1.82117	1.58594	0.352724	0.654367
TAF9B	TAF9B: 	3.66793	2.36772	3.52685	3.53287	1.78515	1.69298
TAGLN3	TAGLN3: 	-2.92136	3.46806	-2.59818	-4.53059	2.0692	2.39174
TALAM1	TALAM1: 	2.21499	3.62306	2.4709	1.78858	3.94649	3.83735
TANC1	TANC1: 	4.31113	3.17616	4.46282	4.15796	3.26693	3.3297
TANC2	TANC2: 	2.95508	1.76295	3.15336	2.7634	1.38895	1.75526
TAP1	TAP1: 	6.13482	2.79398	5.47392	5.98967	2.88006	2.85794
TAP2	TAP2: 	5.87179	2.86525	5.46925	5.8313	2.95323	2.85647
TAPBP	TAPBP: 	5.68345	3.71934	5.7373	5.78982	4.24357	3.79105
TAPBPL	TAPBPL: 	4.50868	1.15056	4.09264	4.40529	0.980023	0.594093
TAPT1	TAPT1: 	2.68755	1.29431	2.58558	2.73531	0.835445	0.901113
TAS1R3	TAS1R3: 	1.65976	-2.75711	2.45484	2.11003	-1.18702	-1.44088
TASOR2	TASOR2: 	3.68179	2.37818	3.6278	3.58358	2.11968	2.18069
