ProbeID	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
SERTAD1	62.0	17.0	65.0	72.0	17.0	26.0
SERTAD3	23.0	7.0	24.0	23.0	8.0	8.0
SERTAD4	3.0	0.0	4.0	3.0	0.0	0.0
SESN1	12.0	2.0	9.0	9.0	2.0	1.0
SESTD1	12.0	1.0	10.0	9.0	1.0	1.0
SET	157.0	56.0	126.0	155.0	46.0	48.0
SETD1A	5.0	2.0	6.0	5.0	2.0	2.0
SETD1B	13.0	3.0	18.0	14.0	5.0	4.0
SETD2	19.0	9.0	20.0	17.0	7.0	8.0
SETD3	29.0	12.0	26.0	26.0	13.0	13.0
SETD4	4.0	2.0	4.0	4.0	2.0	1.0
SETD9	1.0	0.0	1.0	1.0	0.0	0.0
SETX	9.0	5.0	10.0	9.0	4.0	4.0
SF3A3	28.0	14.0	23.0	27.0	11.0	10.0
SF3B2	69.0	37.0	67.0	67.0	31.0	31.0
SFN	686.0	1949.0	575.0	844.0	2401.0	1926.0
SFR1	18.0	1.0	15.0	17.0	1.0	0.0
SFRP1	0.0	3.0	0.0	0.0	5.0	2.0
SFSWAP	14.0	6.0	18.0	15.0	7.0	6.0
SFT2D1	30.0	12.0	26.0	31.0	13.0	13.0
SGCB	8.0	2.0	6.0	8.0	1.0	1.0
SGCE	0.0	1.0	0.0	0.0	1.0	1.0
SGMS1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SGMS2	22.0	5.0	19.0	19.0	5.0	4.0
SGPP2	0.0	8.0	0.0	0.0	9.0	8.0
SH2B1	10.0	4.0	10.0	11.0	4.0	2.0
SH2D5	0.0	2.0	0.0	0.0	4.0	3.0
SH2D6	0.0	0.0	0.0	1.0	0.0	0.0
SH3BGRL2	1.0	20.0	3.0	2.0	19.0	24.0
SH3BP1	6.0	25.0	7.0	7.0	34.0	34.0
SH3BP5	2.0	11.0	3.0	3.0	8.0	9.0
SH3BP5-AS1	2.0	0.0	3.0	2.0	0.0	0.0
SH3GLB1	25.0	11.0	24.0	21.0	10.0	11.0
SH3KBP1	3.0	19.0	3.0	3.0	12.0	14.0
SH3PXD2A	11.0	31.0	12.0	12.0	24.0	34.0
SH3RF1	18.0	3.0	16.0	16.0	3.0	2.0
SH3RF2	2.0	14.0	3.0	2.0	16.0	12.0
SH3TC2	1.0	0.0	2.0	1.0	0.0	0.0
SH3YL1	13.0	4.0	12.0	12.0	5.0	5.0
SHANK3	0.0	0.0	0.0	0.0	0.0	0.0
SHCBP1	0.0	0.0	0.0	0.0	1.0	0.0
SHF	0.0	3.0	0.0	0.0	1.0	2.0
SHFL	15.0	5.0	14.0	16.0	8.0	5.0
SHISA4	2.0	1.0	2.0	3.0	0.0	0.0
SHISA5	34.0	13.0	29.0	32.0	12.0	9.0
SHISAL1	0.0	0.0	0.0	0.0	0.0	0.0
SHLD1	2.0	0.0	1.0	2.0	0.0	0.0
SHOC1	0.0	0.0	0.0	0.0	0.0	0.0
SHOC2	27.0	13.0	26.0	22.0	10.0	11.0
SHQ1	11.0	3.0	9.0	10.0	3.0	3.0
SHTN1	5.0	2.0	6.0	5.0	2.0	2.0
SIAE	9.0	2.0	8.0	9.0	1.0	1.0
SIAH2	7.0	25.0	7.0	7.0	21.0	27.0
SIGIRR	5.0	1.0	6.0	5.0	0.0	0.0
SIK2	4.0	2.0	5.0	4.0	1.0	2.0
SIKE1	19.0	7.0	16.0	16.0	6.0	6.0
SIL1	48.0	11.0	39.0	53.0	10.0	10.0
SIRPB2	1.0	0.0	0.0	1.0	0.0	0.0
SIRT1	16.0	6.0	18.0	15.0	4.0	5.0
SIX4	0.0	0.0	0.0	0.0	0.0	0.0
SKA1	0.0	0.0	0.0	0.0	0.0	0.0
SKAP2	24.0	7.0	20.0	18.0	6.0	6.0
SLAMF8	0.0	0.0	0.0	0.0	0.0	0.0
SLAMF9	3.0	0.0	1.0	3.0	0.0	0.0
SLBP	27.0	12.0	22.0	26.0	11.0	11.0
SLC10A6	0.0	9.0	1.0	0.0	8.0	13.0
SLC11A1	0.0	0.0	0.0	0.0	0.0	0.0
SLC12A2	12.0	5.0	14.0	12.0	4.0	3.0
SLC12A6	29.0	7.0	30.0	26.0	7.0	7.0
SLC12A8	0.0	1.0	0.0	0.0	0.0	0.0
SLC12A9	5.0	2.0	6.0	6.0	2.0	2.0
SLC13A4	0.0	1.0	0.0	0.0	1.0	1.0
SLC15A1	0.0	58.0	1.0	0.0	36.0	49.0
SLC15A2	3.0	0.0	3.0	2.0	0.0	0.0
SLC15A3	1.0	0.0	0.0	0.0	0.0	0.0
SLC16A1	6.0	12.0	6.0	7.0	16.0	13.0
SLC16A11	0.0	0.0	0.0	0.0	0.0	0.0
SLC16A4	0.0	0.0	0.0	0.0	0.0	0.0
SLC16A5	0.0	1.0	0.0	0.0	2.0	1.0
SLC16A6	0.0	3.0	0.0	0.0	1.0	2.0
SLC17A5	32.0	3.0	32.0	29.0	4.0	4.0
SLC18B1	1.0	2.0	1.0	1.0	3.0	2.0
SLC19A3	0.0	1.0	0.0	0.0	0.0	1.0
SLC1A3	6.0	2.0	7.0	6.0	2.0	1.0
SLC1A4	0.0	7.0	0.0	0.0	5.0	6.0
SLC22A1	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A15	0.0	3.0	1.0	1.0	3.0	2.0
SLC22A18	6.0	1.0	6.0	6.0	1.0	1.0
SLC22A20P	2.0	0.0	2.0	2.0	0.0	0.0
SLC22A23	8.0	23.0	9.0	9.0	26.0	26.0
SLC22A3	0.0	7.0	0.0	0.0	10.0	9.0
SLC22A5	9.0	2.0	8.0	10.0	2.0	2.0
SLC23A2	0.0	3.0	0.0	0.0	2.0	2.0
SLC24A1	3.0	0.0	2.0	3.0	0.0	0.0
SLC25A12	0.0	4.0	0.0	0.0	2.0	2.0
SLC25A17	12.0	6.0	9.0	12.0	5.0	4.0
SLC25A18	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A19	2.0	1.0	1.0	2.0	0.0	1.0
SLC25A23	3.0	10.0	4.0	3.0	11.0	11.0
SLC25A24	20.0	8.0	21.0	15.0	9.0	8.0
SLC25A27	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A29	0.0	1.0	0.0	0.0	1.0	1.0
SLC25A35	0.0	0.0	1.0	0.0	0.0	0.0
SLC25A36	13.0	3.0	13.0	12.0	2.0	2.0
SLC25A40	4.0	1.0	4.0	4.0	1.0	1.0
SLC25A41	1.0	0.0	0.0	1.0	0.0	0.0
SLC25A42	0.0	0.0	0.0	0.0	1.0	0.0
SLC25A43	3.0	13.0	3.0	2.0	12.0	13.0
SLC25A44	18.0	7.0	17.0	18.0	7.0	7.0
SLC25A45	5.0	0.0	6.0	6.0	1.0	0.0
SLC25A5-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SLC26A11	5.0	3.0	5.0	5.0	2.0	2.0
SLC26A2	2.0	1.0	2.0	2.0	0.0	0.0
SLC26A9	0.0	7.0	0.0	0.0	3.0	5.0
SLC27A4	12.0	45.0	14.0	13.0	49.0	49.0
SLC28A3	0.0	3.0	0.0	0.0	4.0	4.0
SLC29A4	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A1	89.0	285.0	87.0	95.0	363.0	389.0
SLC2A11	1.0	0.0	2.0	2.0	0.0	0.0
SLC2A12	61.0	0.0	50.0	48.0	0.0	0.0
SLC2A4RG	1.0	5.0	2.0	1.0	7.0	6.0
SLC2A8	4.0	1.0	5.0	5.0	2.0	1.0
SLC2A9	2.0	11.0	3.0	3.0	15.0	13.0
SLC30A2	0.0	2.0	0.0	0.0	0.0	1.0
SLC30A5	17.0	8.0	15.0	15.0	7.0	6.0
SLC30A6	12.0	4.0	10.0	10.0	3.0	3.0
SLC35A3	4.0	1.0	4.0	3.0	1.0	1.0
SLC35B1	31.0	11.0	26.0	32.0	12.0	10.0
SLC35B2	34.0	10.0	27.0	38.0	7.0	6.0
SLC35B3	6.0	2.0	5.0	5.0	2.0	2.0
SLC35C2	5.0	3.0	5.0	5.0	2.0	2.0
SLC35E3	1.0	0.0	1.0	1.0	0.0	0.0
SLC35E4	0.0	2.0	0.0	0.0	2.0	4.0
SLC35F2	2.0	14.0	3.0	3.0	15.0	16.0
SLC35G6	0.0	0.0	0.0	0.0	0.0	0.0
SLC37A1	3.0	0.0	3.0	4.0	1.0	0.0
SLC37A3	14.0	4.0	13.0	13.0	4.0	3.0
SLC37A4	4.0	1.0	4.0	4.0	1.0	1.0
SLC38A10	21.0	7.0	25.0	26.0	10.0	8.0
SLC38A5	1.0	15.0	1.0	1.0	16.0	12.0
SLC38A9	10.0	4.0	9.0	9.0	3.0	3.0
SLC39A1	53.0	18.0	46.0	54.0	18.0	17.0
SLC39A2	4.0	59.0	6.0	4.0	59.0	48.0
SLC39A3	5.0	1.0	4.0	6.0	1.0	1.0
SLC39A7	95.0	41.0	86.0	100.0	44.0	39.0
SLC39A8	7.0	2.0	10.0	6.0	2.0	1.0
SLC39A9	22.0	11.0	22.0	21.0	8.0	10.0
SLC41A2	0.0	0.0	0.0	0.0	0.0	0.0
SLC41A3	16.0	3.0	18.0	21.0	4.0	3.0
SLC44A3-AS1	3.0	0.0	3.0	3.0	0.0	0.0
SLC46A1	2.0	0.0	3.0	2.0	0.0	0.0
SLC46A2	0.0	4.0	0.0	0.0	2.0	2.0
SLC47A1	0.0	0.0	0.0	0.0	0.0	0.0
SLC47A2	0.0	1.0	0.0	0.0	2.0	3.0
SLC49A3	0.0	1.0	0.0	0.0	1.0	1.0
SLC4A1AP	35.0	13.0	32.0	32.0	12.0	12.0
SLC4A2	23.0	7.0	26.0	27.0	8.0	7.0
SLC4A3	0.0	1.0	0.0	0.0	1.0	0.0
SLC4A9	0.0	0.0	0.0	1.0	0.0	0.0
SLC5A1	0.0	21.0	0.0	0.0	15.0	18.0
SLC6A11	0.0	1.0	0.0	0.0	2.0	1.0
SLC6A14	2.0	102.0	2.0	2.0	84.0	139.0
SLC6A15	0.0	1.0	0.0	0.0	1.0	1.0
SLC6A2	0.0	1.0	0.0	0.0	2.0	1.0
SLC6A8	38.0	3.0	37.0	40.0	5.0	5.0
SLC7A1	4.0	28.0	7.0	7.0	28.0	26.0
SLC7A11	0.0	8.0	0.0	0.0	3.0	7.0
SLC7A4	0.0	1.0	0.0	0.0	1.0	1.0
SLC7A6OS	9.0	2.0	9.0	10.0	3.0	3.0
SLC7A8	1.0	14.0	1.0	2.0	18.0	11.0
SLC7A9	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A1	22.0	7.0	25.0	23.0	8.0	8.0
SLC9A3R1	102.0	35.0	92.0	103.0	51.0	41.0
SLC9A5	2.0	0.0	3.0	2.0	0.0	0.0
SLC9A7	15.0	2.0	16.0	13.0	2.0	2.0
SLC9A8	6.0	1.0	6.0	6.0	1.0	0.0
SLC9A9	0.0	3.0	0.0	0.0	2.0	1.0
SLCO4A1	0.0	9.0	0.0	1.0	6.0	13.0
SLF2	7.0	3.0	7.0	7.0	1.0	1.0
SLFN5	20.0	2.0	17.0	16.0	2.0	1.0
SLFNL1	0.0	0.0	0.0	0.0	0.0	0.0
SLIT2	2.0	0.0	2.0	2.0	0.0	0.0
SLIT3	0.0	0.0	0.0	0.0	0.0	0.0
SLPI	1822.0	3988.0	1641.0	1330.0	5793.0	6144.0
SLU7	40.0	13.0	36.0	36.0	10.0	11.0
SLURP1	1.0	48.0	1.0	0.0	58.0	55.0
SLURP2	1.0	36.0	1.0	0.0	144.0	71.0
SLX4	2.0	0.0	2.0	2.0	0.0	0.0
SMAD1	8.0	4.0	7.0	8.0	4.0	3.0
SMAD2	2.0	1.0	2.0	2.0	1.0	1.0
SMAD3	62.0	9.0	66.0	55.0	9.0	9.0
SMAP2	6.0	16.0	5.0	6.0	12.0	13.0
SMARCA1	0.0	3.0	0.0	0.0	3.0	3.0
SMARCA5	28.0	13.0	24.0	24.0	10.0	10.0
SMARCC2	34.0	15.0	38.0	32.0	14.0	13.0
SMARCD1	19.0	9.0	18.0	18.0	6.0	5.0
SMARCD2	45.0	15.0	39.0	47.0	18.0	16.0
SMC5	13.0	4.0	14.0	12.0	3.0	2.0
SMCHD1	24.0	7.0	24.0	19.0	4.0	5.0
SMCO4	0.0	1.0	0.0	0.0	0.0	0.0
SMCR8	19.0	7.0	19.0	18.0	6.0	6.0
SMG7	45.0	17.0	46.0	42.0	17.0	18.0
SMG7-AS1	1.0	0.0	1.0	1.0	0.0	0.0
SMG8	16.0	7.0	15.0	16.0	6.0	6.0
SMG9	6.0	1.0	6.0	6.0	1.0	1.0
SMIM10L1	2.0	1.0	2.0	2.0	1.0	0.0
SMIM10L2A	2.0	0.0	1.0	1.0	0.0	0.0
SMIM10L2B	0.0	0.0	0.0	0.0	0.0	0.0
SMIM14	17.0	6.0	17.0	15.0	5.0	4.0
SMIM15	30.0	14.0	27.0	27.0	12.0	13.0
SMIM19	6.0	1.0	6.0	7.0	1.0	1.0
SMIM25	0.0	0.0	0.0	0.0	0.0	0.0
SMIM6	1.0	0.0	1.0	1.0	0.0	0.0
SMN1	0.0	0.0	0.0	0.0	0.0	0.0
SMN2	20.0	8.0	15.0	18.0	7.0	8.0
SMNDC1	13.0	6.0	11.0	11.0	5.0	5.0
SMO	0.0	4.0	0.0	0.0	3.0	2.0
SMOC1	10.0	0.0	7.0	11.0	0.0	1.0
SMOX	0.0	10.0	0.0	0.0	8.0	9.0
SMPD1	49.0	20.0	50.0	56.0	19.0	24.0
SMPD3	2.0	141.0	8.0	8.0	111.0	169.0
SMPD4	28.0	8.0	32.0	30.0	10.0	8.0
SMU1	18.0	9.0	17.0	17.0	7.0	7.0
SMUG1	2.0	3.0	1.0	2.0	4.0	3.0
SMURF2	8.0	3.0	8.0	6.0	3.0	3.0
SNAI1	0.0	0.0	0.0	0.0	0.0	0.0
SNAI2	4.0	12.0	5.0	4.0	16.0	12.0
SNAI3	0.0	0.0	0.0	0.0	0.0	0.0
SNAI3-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SNAP23	37.0	15.0	30.0	31.0	10.0	12.0
SNAP47	8.0	3.0	7.0	8.0	3.0	3.0
SNAPC4	4.0	1.0	5.0	4.0	2.0	2.0
SNAPC5	9.0	2.0	6.0	7.0	1.0	1.0
SNCG	4.0	22.0	6.0	5.0	24.0	47.0
SNED1	0.0	0.0	0.0	0.0	0.0	0.0
SNHG10	1.0	0.0	1.0	1.0	0.0	0.0
SNHG29	7.0	47.0	6.0	8.0	40.0	44.0
SNHG32	8.0	32.0	9.0	10.0	21.0	24.0
SNHG5	18.0	49.0	16.0	24.0	48.0	47.0
SNHG6	3.0	12.0	2.0	4.0	9.0	10.0
SNHG8	8.0	24.0	9.0	11.0	21.0	17.0
SNIP1	13.0	4.0	11.0	12.0	4.0	4.0
SNORD140	0.0	0.0	0.0	0.0	0.0	0.0
SNPH	0.0	2.0	0.0	0.0	2.0	1.0
SNRK	22.0	11.0	23.0	21.0	8.0	11.0
SNRNP25	8.0	3.0	8.0	9.0	3.0	2.0
SNRNP27	39.0	11.0	29.0	38.0	9.0	9.0
SNRNP48	6.0	2.0	7.0	5.0	2.0	2.0
SNRPB2	19.0	9.0	14.0	18.0	7.0	7.0
SNRPC	60.0	21.0	44.0	57.0	18.0	17.0
SNTA1	0.0	1.0	0.0	0.0	1.0	1.0
SNTB2	5.0	2.0	4.0	4.0	2.0	1.0
SNU13	52.0	25.0	41.0	61.0	21.0	19.0
SNX1	23.0	9.0	22.0	23.0	10.0	8.0
SNX11	14.0	6.0	12.0	14.0	5.0	5.0
SNX13	8.0	4.0	7.0	7.0	3.0	3.0
SNX19	26.0	11.0	27.0	25.0	11.0	11.0
SNX21	2.0	6.0	2.0	2.0	7.0	6.0
SNX24	1.0	6.0	2.0	2.0	6.0	6.0
SNX25	5.0	2.0	5.0	5.0	2.0	3.0
SNX29P1	0.0	0.0	0.0	0.0	0.0	0.0
SNX8	14.0	3.0	14.0	16.0	2.0	3.0
SNX9	55.0	24.0	57.0	51.0	20.0	29.0
SOCS2	0.0	1.0	0.0	0.0	1.0	1.0
SOCS4	9.0	4.0	9.0	8.0	2.0	3.0
SOCS6	23.0	11.0	24.0	20.0	9.0	10.0
SORBS3	1.0	4.0	1.0	1.0	4.0	4.0
SORCS2	1.0	3.0	1.0	0.0	3.0	4.0
SORD	1.0	19.0	1.0	1.0	15.0	17.0
SORD2P	0.0	7.0	0.0	0.0	6.0	6.0
SOS1	16.0	6.0	18.0	14.0	5.0	5.0
SOS2	12.0	6.0	13.0	10.0	5.0	5.0
SOWAHB	33.0	5.0	30.0	27.0	5.0	6.0
SOWAHC	8.0	57.0	10.0	10.0	35.0	63.0
SOX21-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SOX6	0.0	0.0	0.0	0.0	0.0	0.0
SOX7	1.0	14.0	1.0	1.0	15.0	17.0
SOX9	62.0	7.0	70.0	59.0	6.0	8.0
SOX9-AS1	2.0	0.0	2.0	2.0	0.0	0.0
SP1	25.0	10.0	25.0	23.0	10.0	11.0
SP140L	9.0	2.0	7.0	8.0	2.0	1.0
SP2	12.0	4.0	14.0	12.0	5.0	4.0
SP2-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SP3	11.0	5.0	11.0	10.0	4.0	4.0
SPA17	8.0	3.0	8.0	8.0	3.0	3.0
SPACA4	0.0	0.0	0.0	0.0	0.0	0.0
SPAST	8.0	4.0	8.0	7.0	3.0	3.0
SPATA17	0.0	0.0	0.0	0.0	0.0	0.0
SPATA18	22.0	1.0	22.0	19.0	1.0	1.0
SPATA2	5.0	1.0	5.0	5.0	2.0	1.0
SPATA2L	3.0	1.0	4.0	4.0	1.0	2.0
SPATA33	2.0	0.0	1.0	2.0	0.0	0.0
SPATA41	0.0	0.0	0.0	0.0	0.0	0.0
SPATS2L	45.0	11.0	37.0	34.0	11.0	12.0
SPC25	0.0	0.0	0.0	0.0	0.0	0.0
SPCS1	25.0	10.0	22.0	27.0	8.0	9.0
SPCS3	61.0	18.0	57.0	59.0	14.0	13.0
SPDL1	4.0	1.0	4.0	4.0	1.0	1.0
SPDYE5	0.0	0.0	0.0	0.0	0.0	0.0
SPEN	19.0	7.0	20.0	16.0	6.0	7.0
SPHK2	3.0	1.0	4.0	4.0	1.0	1.0
SPICE1	4.0	2.0	5.0	4.0	2.0	2.0
SPIN1	32.0	17.0	32.0	28.0	12.0	13.0
SPIN3	1.0	0.0	1.0	1.0	0.0	0.0
SPINDOC	8.0	2.0	7.0	9.0	2.0	1.0
SPINK5	18.0	1201.0	54.0	24.0	1132.0	1251.0
SPINK7	1.0	74.0	1.0	1.0	114.0	93.0
SPINT1	337.0	83.0	331.0	354.0	121.0	129.0
SPINT2	418.0	123.0	329.0	440.0	150.0	148.0
SPIRE1	4.0	15.0	4.0	4.0	11.0	13.0
SPNS2	11.0	117.0	21.0	16.0	159.0	214.0
SPOCK1	3.0	0.0	4.0	3.0	0.0	0.0
SPOUT1	7.0	3.0	7.0	8.0	3.0	2.0
SPPL2A	12.0	6.0	11.0	11.0	5.0	4.0
SPRED3	1.0	0.0	1.0	1.0	0.0	0.0
SPRR1A	82.0	3218.0	114.0	78.0	5244.0	4817.0
SPRR1B	320.0	7550.0	442.0	340.0	11077.0	10454.0
SPRR2A	25.0	720.0	22.0	27.0	2341.0	2321.0
SPRR2B	0.0	284.0	1.0	0.0	521.0	506.0
SPRR2D	55.0	1159.0	96.0	47.0	2608.0	2675.0
SPRR2E	5.0	1604.0	11.0	6.0	2743.0	2971.0
SPRR2F	0.0	7.0	0.0	0.0	31.0	25.0
SPRR2G	1.0	1642.0	1.0	1.0	1526.0	2108.0
SPRR3	148.0	2199.0	184.0	106.0	3303.0	3932.0
SPRR4	2.0	46.0	3.0	3.0	122.0	75.0
SPRTN	11.0	4.0	9.0	10.0	4.0	4.0
SPRY1	0.0	1.0	0.0	0.0	0.0	0.0
SPRY4	3.0	1.0	3.0	3.0	1.0	1.0
SPRYD3	27.0	10.0	25.0	29.0	11.0	10.0
SPRYD7	1.0	4.0	1.0	2.0	4.0	4.0
SPTBN1	34.0	7.0	39.0	32.0	6.0	6.0
SPTBN2	4.0	21.0	4.0	4.0	26.0	26.0
SPTLC3	2.0	27.0	2.0	2.0	23.0	27.0
SPTSSB	0.0	18.0	0.0	0.0	16.0	17.0
SQLE	4.0	85.0	3.0	6.0	96.0	92.0
SRA1	22.0	6.0	19.0	23.0	6.0	7.0
SRD5A3	12.0	3.0	10.0	11.0	4.0	2.0
SREBF2	14.0	32.0	12.0	15.0	30.0	27.0
SREBF2-AS1	1.0	0.0	1.0	1.0	0.0	0.0
SREK1	13.0	6.0	13.0	12.0	5.0	4.0
SRFBP1	5.0	2.0	4.0	5.0	2.0	2.0
SRGAP1	2.0	0.0	3.0	2.0	0.0	0.0
SRGAP2	15.0	3.0	17.0	12.0	3.0	2.0
SRGAP2B	3.0	1.0	4.0	3.0	1.0	1.0
SRGAP2C	1.0	0.0	1.0	1.0	0.0	0.0
SRP14	241.0	93.0	179.0	239.0	83.0	84.0
SRPRA	87.0	28.0	82.0	88.0	26.0	25.0
SRPX2	8.0	1.0	10.0	9.0	2.0	2.0
SRR	6.0	2.0	5.0	5.0	1.0	1.0
SRRM1	23.0	7.0	22.0	21.0	8.0	5.0
SRRM2-AS1	1.0	0.0	2.0	2.0	0.0	0.0
SRRM3	0.0	6.0	1.0	0.0	7.0	9.0
SRRM5	0.0	0.0	0.0	0.0	0.0	0.0
SRSF10	12.0	5.0	12.0	11.0	4.0	3.0
SRSF5	219.0	112.0	233.0	220.0	99.0	110.0
SRSF6	35.0	16.0	43.0	36.0	15.0	12.0
SRY	0.0	2.0	0.0	0.0	1.0	2.0
SS18L1	8.0	4.0	8.0	8.0	3.0	3.0
SSB	66.0	31.0	53.0	65.0	25.0	26.0
SSBP3	47.0	16.0	47.0	44.0	14.0	13.0
SSBP3-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SSH2	6.0	2.0	6.0	5.0	2.0	2.0
SSPN	2.0	0.0	2.0	1.0	0.0	0.0
SSR2	218.0	47.0	176.0	237.0	41.0	39.0
SSR4	105.0	48.0	81.0	126.0	43.0	41.0
SSR4P1	0.0	0.0	0.0	0.0	0.0	0.0
SSRP1	52.0	26.0	52.0	57.0	24.0	21.0
SSX2IP	3.0	1.0	3.0	3.0	1.0	1.0
ST14	256.0	56.0	236.0	281.0	78.0	84.0
ST20	2.0	0.0	2.0	2.0	0.0	0.0
ST20-AS1	2.0	0.0	3.0	3.0	0.0	0.0
ST3GAL1	10.0	2.0	13.0	10.0	0.0	1.0
ST3GAL4	59.0	4.0	47.0	62.0	3.0	4.0
ST3GAL6	0.0	1.0	0.0	0.0	1.0	1.0
ST6GALNAC1	0.0	1.0	0.0	0.0	2.0	1.0
ST6GALNAC4	0.0	4.0	0.0	0.0	5.0	4.0
ST7	9.0	4.0	8.0	9.0	3.0	2.0
ST7-OT4	0.0	0.0	0.0	0.0	0.0	0.0
ST7L	1.0	0.0	1.0	1.0	0.0	0.0
STAC	0.0	1.0	0.0	0.0	1.0	1.0
STAG1	15.0	6.0	17.0	15.0	4.0	4.0
STAG3	0.0	0.0	0.0	0.0	0.0	0.0
STAG3L2	6.0	3.0	6.0	6.0	3.0	2.0
STAG3L3	4.0	1.0	4.0	3.0	1.0	1.0
STAG3L4	1.0	2.0	1.0	1.0	2.0	2.0
STAM2	12.0	6.0	11.0	10.0	5.0	5.0
STAMBPL1	2.0	0.0	2.0	2.0	0.0	0.0
STARD13	2.0	0.0	3.0	2.0	0.0	0.0
STARD3	19.0	6.0	21.0	23.0	8.0	7.0
STARD7	46.0	17.0	39.0	46.0	17.0	15.0
STARD7-AS1	2.0	0.0	2.0	1.0	0.0	0.0
STAT2	36.0	6.0	33.0	33.0	8.0	5.0
STAT4	2.0	0.0	3.0	2.0	0.0	0.0
STBD1	3.0	1.0	4.0	6.0	1.0	1.0
STEAP1	11.0	1.0	6.0	10.0	1.0	1.0
STEAP1B	0.0	2.0	0.0	0.0	2.0	2.0
STEAP3	18.0	1.0	20.0	21.0	1.0	1.0
STEAP3-AS1	0.0	0.0	0.0	0.0	0.0	0.0
STIM2	8.0	4.0	8.0	8.0	4.0	3.0
STING1	0.0	10.0	0.0	0.0	7.0	4.0
STK10	18.0	10.0	22.0	19.0	6.0	7.0
STK16	10.0	3.0	9.0	11.0	2.0	2.0
STK3	22.0	6.0	22.0	21.0	6.0	6.0
STK35	17.0	4.0	17.0	17.0	6.0	6.0
STK36	3.0	1.0	4.0	3.0	1.0	1.0
STK38	62.0	27.0	67.0	56.0	28.0	28.0
STKLD1	0.0	0.0	0.0	0.0	0.0	0.0
STN1	16.0	7.0	16.0	16.0	8.0	9.0
STOML1	4.0	1.0	3.0	4.0	0.0	0.0
STOX2	0.0	1.0	0.0	0.0	0.0	0.0
STPG1	22.0	2.0	19.0	21.0	2.0	2.0
STRADA	9.0	3.0	9.0	9.0	3.0	2.0
STRADB	15.0	4.0	16.0	13.0	2.0	3.0
STT3A	43.0	14.0	40.0	45.0	13.0	10.0
STT3B	72.0	36.0	71.0	71.0	33.0	31.0
STUB1	63.0	28.0	72.0	82.0	31.0	32.0
STX18	24.0	6.0	22.0	20.0	5.0	6.0
STX18-AS1	0.0	0.0	0.0	0.0	0.0	0.0
STX1A	9.0	1.0	10.0	10.0	1.0	0.0
STX3	37.0	16.0	36.0	35.0	11.0	11.0
STX8	34.0	15.0	31.0	38.0	14.0	16.0
STXBP1	14.0	4.0	15.0	13.0	5.0	5.0
STXBP3	33.0	12.0	29.0	29.0	10.0	9.0
STXBP4	0.0	0.0	0.0	0.0	0.0	0.0
STXBP6	0.0	5.0	0.0	0.0	1.0	2.0
SUCO	42.0	11.0	42.0	36.0	11.0	11.0
SUDS3	26.0	10.0	27.0	24.0	10.0	10.0
SUGCT	3.0	1.0	3.0	3.0	1.0	1.0
SUGT1P1	2.0	0.0	2.0	2.0	0.0	0.0
SULF2	199.0	11.0	195.0	208.0	15.0	9.0
SULT1E1	0.0	2.0	0.0	0.0	2.0	1.0
SULT2B1	7.0	198.0	9.0	11.0	212.0	264.0
SUMF1	68.0	16.0	71.0	75.0	17.0	16.0
SUMF2	68.0	26.0	68.0	73.0	23.0	23.0
SUMO1	54.0	20.0	42.0	48.0	18.0	18.0
SUN1	35.0	10.0	35.0	37.0	12.0	11.0
SUN2	58.0	16.0	62.0	66.0	19.0	18.0
SUPT16H	38.0	17.0	35.0	37.0	14.0	13.0
SUPT3H	1.0	0.0	1.0	1.0	0.0	0.0
SUPT4H1	74.0	30.0	60.0	74.0	26.0	27.0
SUPT5H	69.0	32.0	79.0	73.0	31.0	29.0
SUPT6H	4.0	22.0	4.0	4.0	19.0	18.0
SUPT7L	20.0	7.0	18.0	19.0	7.0	6.0
SURF1	33.0	6.0	33.0	33.0	5.0	5.0
SURF4	100.0	33.0	93.0	108.0	39.0	34.0
SURF6	8.0	3.0	7.0	8.0	4.0	3.0
SUSD1	14.0	2.0	13.0	15.0	1.0	1.0
SUSD4	0.0	2.0	0.0	0.0	2.0	1.0
SUSD6	59.0	22.0	63.0	53.0	20.0	27.0
SUZ12	23.0	8.0	20.0	17.0	6.0	7.0
SVBP	17.0	4.0	12.0	17.0	3.0	3.0
SVIL	36.0	13.0	35.0	32.0	14.0	14.0
SWT1	3.0	1.0	3.0	2.0	0.0	0.0
SYAP1	17.0	7.0	17.0	16.0	7.0	8.0
SYCE2	0.0	0.0	0.0	0.0	0.0	0.0
SYDE1	0.0	0.0	0.0	0.0	0.0	0.0
SYDE2	1.0	0.0	1.0	0.0	0.0	0.0
SYF2	51.0	20.0	40.0	49.0	16.0	17.0
SYNC	0.0	1.0	0.0	0.0	1.0	1.0
